Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/AmazonHome_Validate_Customer_Service_OR/Page_Help  Contact Us - Amazon Customer Service/h1_Welcome to Amazon Customer Service""), 0)",Chrome 120.0.0.0,,,28-01-2024 02:48:39,28-01-2024 02:48:40,0.770s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,28-01-2024 02:48:40,28-01-2024 02:48:40,0.299s,PASSED
,,,,,,,
Test Cases/TC_Amazon/Script mode/TC_Amazonhome_Validate_Todays_Deals_006,Chrome 120.0.0.0,,,28-01-2024 02:48:40,28-01-2024 02:48:53,12.442s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,28-01-2024 02:48:40,28-01-2024 02:48:42,1.019s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 120.0.0.0,,,28-01-2024 02:48:42,28-01-2024 02:48:44,2.926s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_TodaysDeals_OR/Page_Amazon.com. Spend less. Smile more/input_a-button-input""))",Chrome 120.0.0.0,,,28-01-2024 02:48:44,28-01-2024 02:48:45,1.051s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_TodaysDeals_OR/Page_Amazon.com. Spend less. Smile more/a_Todays Deals""))",Chrome 120.0.0.0,,,28-01-2024 02:48:45,28-01-2024 02:48:50,4.695s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AmazonHome_Validate_TodaysDeals_OR/Page_Amazon  Deals/div_Todays Deals                        Cou_7c1b01""), 0)",Chrome 120.0.0.0,,,28-01-2024 02:48:50,28-01-2024 02:48:52,2.296s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,28-01-2024 02:48:52,28-01-2024 02:48:53,0.290s,PASSED
